filename	event_labels
Y-67q0yYR0zk_24.000_34.000.wav	Dog,Speech
Y-68677bCJWM_16.000_26.000.wav	Cat,Speech
Y-7SNH8SUM0I_30.000_40.000.wav	Cat,Speech
Y-7TkOxpkbwM_30.000_40.000.wav	Dog,Speech
Y-7kGYLofPgM_380.000_390.000.wav	Cat,Speech
Y-7khhKKo4ts_60.000_70.000.wav	Speech
Y-8-DDEBf4O4_30.000_40.000.wav	Speech
Y-84CyEpynsY_10.000_20.000.wav	Dog
Y-8gLdsuPmOI_30.000_40.000.wav	Speech
Y-93C22DxVD4_0.000_10.000.wav	Dishes
Y-95ROVLw52A_290.000_300.000.wav	Speech
Y-96M8jhGKKs_30.000_40.000.wav	Cat
Y-9CBV7lhyuM_100.000_110.000.wav	Electric_shaver_toothbrush
Y-8EPfCUsaJI_30.000_40.000.wav	Dog
Y-8rk5vvJ0_w_30.000_40.000.wav	Speech
Y-8Nvvo3qM-A_30.000_40.000.wav	Running_water
Y-9WBkdJq104_30.000_40.000.wav	Running_water,Speech
Y-9wyZLpUOgI_180.000_190.000.wav	Cat,Speech
Y-A04KunsQsI_20.000_30.000.wav	Speech
Y-AFrDnmdTCg_30.000_40.000.wav	Speech
Y-ATt52SzTvg_20.000_30.000.wav	Dog,Speech
Y-AVwRtGa-4g_30.000_40.000.wav	Dog
Y-Ar4PKnkW4g_30.000_40.000.wav	Dog
Y-AuyT54jO-k_10.000_20.000.wav	Electric_shaver_toothbrush
Y-9D8GR2VBKE_40.000_50.000.wav	Alarm_bell_ringing,Dishes,Speech
Y-9DP8x__enM_30.000_40.000.wav	Dog
Y-9Zu3pbxUZA_30.000_40.000.wav	Cat,Speech
Y-A1eKkZVSRw_70.000_80.000.wav	Speech
Y-AWooU1PDiM_70.000_80.000.wav	Dog,Speech
Y-9ZM1CeOx8Q_6.000_16.000.wav	Speech
Y-AWzoCZpoBY_10.000_20.000.wav	Speech
Y-AvgkUn359k_40.000_50.000.wav	Blender,Speech
Y-AyO7l1Cg80_30.000_40.000.wav	Vacuum_cleaner
Y-BF5MwxM3iY_30.000_40.000.wav	Dog,Speech
Y-BLD2zJt6Fg_12.000_22.000.wav	Speech
Y-BZ6I5i_kW4_0.000_10.000.wav	Running_water
Y-BpSTlTqTVI_120.000_130.000.wav	Alarm_bell_ringing,Dishes,Speech
Y-CHwctXCRJk_30.000_40.000.wav	Cat
Y-CPNNk0Yy_o_30.000_40.000.wav	Dog
Y-B5DiOSRRaE_30.000_40.000.wav	Speech
Y-BGOlBck6D4_130.000_140.000.wav	Dog
Y-BL3E3sLc78_30.000_40.000.wav	Dog,Speech
Y-BjbonGxYrY_30.000_40.000.wav	Dog
Y-Bnctvh_6uc_18.000_28.000.wav	Cat,Speech
Y-BLjIL2ROoo_14.000_24.000.wav	Dog
Y-BrGEW6o1i0_0.000_10.000.wav	Dog,Speech
Y-CdmSTz01D8_20.000_30.000.wav	Dishes,Speech
Y-CeD_iol6Hg_30.000_40.000.wav	Cat,Speech
Y-CsyccdK-W0_30.000_40.000.wav	Dog,Speech
Y-D8SmpQS4pA_40.000_50.000.wav	Electric_shaver_toothbrush,Speech
Y-D6DyrLZuQQ_30.000_40.000.wav	Cat
Y-DnrNt9gBJs_30.000_40.000.wav	Cat,Speech
Y-EFu7tP-QEk_30.000_40.000.wav	Running_water,Vacuum_cleaner
Y-ELF0Yf7sGQ_30.000_40.000.wav	Speech
Y-CnNnlgEsLY_7.000_17.000.wav	Cat
Y-CzAjJI8PbA_12.000_22.000.wav	Dog,Speech
Y-E7YRiWlfFI_15.000_25.000.wav	Dog,Speech
Y-C_fTH8QukQ_24.000_34.000.wav	Alarm_bell_ringing,Cat
Y-Dqs5gfCs6w_1.000_11.000.wav	Alarm_bell_ringing,Dog,Speech
Y-DsCcOSF_-c_13.000_23.000.wav	Speech
Y-EaZ7EJJUl0_50.000_60.000.wav	Dishes,Speech
Y-FGoF0ZNiFE_20.000_30.000.wav	Frying,Speech
Y-FR4W309dYo_30.000_40.000.wav	Cat,Speech
Y-FVcaKITrV0_30.000_40.000.wav	Dog,Speech
Y-Fch7ZrYmWA_180.000_190.000.wav	Dishes,Speech
Y-FwemucIizg_30.000_40.000.wav	Speech
Y-FynDh8x2Go_60.000_70.000.wav	Speech,Vacuum_cleaner
Y-FNu8b_mSzw_30.000_40.000.wav	Dog,Speech
Y-Fuy9OgQrrI_30.000_40.000.wav	Cat,Electric_shaver_toothbrush,Speech
Y-G2OMjRN67o_30.000_40.000.wav	Dog,Speech
Y-GD61bym00o_30.000_40.000.wav	Dog,Speech
Y-EfASI0k7JY_24.000_34.000.wav	Speech
Y-FHaYjqVPZ8_11.000_21.000.wav	Dog,Speech
Y-FL9SIdEWMo_10.000_20.000.wav	Dishes,Speech
Y-FL784R2DJk_21.000_31.000.wav	Cat,Speech
Y-Gkv_n71Emk_30.000_40.000.wav	Blender
Y-HGmUSY9YcA_30.000_40.000.wav	Cat
Y-HLTp7gPBEw_30.000_40.000.wav	Cat,Speech
Y-HVUL5tNzdo_30.000_40.000.wav	Dog,Speech
Y-Hh5VlW3pFE_30.000_40.000.wav	Dog
Y-GlVOPNJC9I_30.000_40.000.wav	Cat
Y-HJxeIFmUd0_30.000_40.000.wav	Speech
Y-HV2XcVRF7I_10.000_20.000.wav	Dog
Y-HXs9lSAcW0_30.000_40.000.wav	Dog,Speech
Y-HZbxhzv_SU_10.000_20.000.wav	Dog
Y-Hnh9w9tKHQ_30.000_40.000.wav	Cat,Speech
Y-GpY_7QJZoc_15.000_25.000.wav	Cat,Speech
Y-Gp9-o-75bA_13.000_23.000.wav	Dog
Y-Hwn7UdBguE_30.000_40.000.wav	Dishes
Y-HyAJywEq4c_30.000_40.000.wav	Alarm_bell_ringing,Speech
Y-I4mBa4oMYU_30.000_40.000.wav	Dog
Y-IBfSiR2SR0_30.000_40.000.wav	Speech
Y-IK4okM-Xxw_30.000_40.000.wav	Dog,Speech
Y-IL_HB4hPxs_30.000_40.000.wav	Dog,Speech
Y-I_Ej65k3Rg_30.000_40.000.wav	Dog,Speech
Y-IhhKn6f8X4_30.000_40.000.wav	Cat
Y-IlaBGP83MU_30.000_40.000.wav	Dog,Speech
Y-I2cnEG3Tsg_140.000_150.000.wav	Electric_shaver_toothbrush,Speech
Y-J8jvsVQcvo_30.000_40.000.wav	Dog,Speech
Y-JKnrzprvBc_30.000_40.000.wav	Speech
Y-I1upuU0HXs_16.000_26.000.wav	Cat,Speech
Y-I2wwE7WFOU_24.000_34.000.wav	Cat
Y-JTuq3DZ2vo_230.000_240.000.wav	Vacuum_cleaner
Y-JaOCfaUJWQ_410.000_420.000.wav	Dog,Speech
Y-Jpg7cclO4Q_30.000_40.000.wav	Speech
Y-KNbjkvO-9c_30.000_40.000.wav	Speech
Y-KupNr9LL5k_30.000_40.000.wav	Dog,Speech
Y-LKvu9q54f0_0.000_10.000.wav	Cat,Speech
Y-LS-JevBX3E_30.000_40.000.wav	Cat
Y-K4YNOAqf9E_30.000_40.000.wav	Cat,Speech
Y-LKcFTKr3eY_80.000_90.000.wav	Frying,Speech
Y-LffRs6dGrc_30.000_40.000.wav	Dishes
Y-LgIM3tdojI_30.000_40.000.wav	Speech
Y-Ln9HQ6lLtI_50.000_60.000.wav	Cat
Y-Jl3ceaz95I_9.000_19.000.wav	Cat,Speech
Y-KbQm2-3C4k_29.000_39.000.wav	Alarm_bell_ringing,Dog,Speech
Y-K2G4ofiEQc_19.000_29.000.wav	Dog
Y-JXX1SwOMpk_24.000_34.000.wav	Dog,Speech
Y-N9BMANnB4Q_30.000_40.000.wav	Dog
Y-NpWHo4RGTw_290.000_300.000.wav	Running_water,Speech
Y-O5cvwVpbX0_30.000_40.000.wav	Speech
Y-LuxWIrph70_0.000_10.000.wav	Dishes,Speech
Y-MGLODOozpU_30.000_40.000.wav	Electric_shaver_toothbrush
Y-Mu6SF2fxnE_30.000_40.000.wav	Dog,Speech
Y-Mvkc9TSOL8_30.000_40.000.wav	Dog,Speech
Y-MxK8DHwy3w_30.000_40.000.wav	Dog,Speech
Y-Nkwof_YdnI_100.000_110.000.wav	Dog,Speech
Y-NrpfrEGq5w_40.000_50.000.wav	Speech
Y-NsC63dA01g_10.000_20.000.wav	Cat,Speech
Y-MMZGpA0JaE_29.000_39.000.wav	Dog,Speech
Y-NPu34as_OY_7.000_17.000.wav	Cat
Y-NsCNnryC9c_21.000_31.000.wav	Dog,Speech
Y-MJMfVFvtSE_14.000_24.000.wav	Dog
Y-MLUvNEPuz4_28.000_38.000.wav	Dog,Speech
Y-OJ35DMZPA4_30.000_40.000.wav	Cat
Y-OYH48ShvI8_30.000_40.000.wav	Dog
Y-OwCXCN1NsY_490.000_500.000.wav	Electric_shaver_toothbrush,Speech
Y-OwcHK4Dexs_40.000_50.000.wav	Running_water
Y-P6nEMyReaE_30.000_40.000.wav	Dog,Speech
Y-PElziHvJ3U_30.000_40.000.wav	Dog,Speech
Y-PK81pz3534_30.000_40.000.wav	Cat
Y-PeTUtJn5Io_530.000_540.000.wav	Dishes
Y-O9YjDNdcQo_30.000_40.000.wav	Dog
Y-OMWnmggY_E_30.000_40.000.wav	Dog,Speech
Y-OSpN9z9WOg_20.000_30.000.wav	Alarm_bell_ringing
Y-PB3rA4ycmo_30.000_40.000.wav	Dog,Speech
Y-PuWjo7dpww_20.000_30.000.wav	Speech
Y-PveIRMYamI_15.000_25.000.wav	Dog
Y-Q71aWU_p-Q_16.000_26.000.wav	Speech
Y-PBTv-f6Tl8_17.000_27.000.wav	Cat
Y-QEfN8wMTnE_30.000_40.000.wav	Running_water,Speech
Y-QsWIB_b6Zo_30.000_40.000.wav	Speech
Y-RE5PoXruHk_30.000_40.000.wav	Dog,Speech
Y-RMYdwOv3Mo_120.000_130.000.wav	Dishes,Speech
Y-RdJHmQRQBc_0.000_10.000.wav	Running_water
Y-QR3VA9idqE_30.000_40.000.wav	Dog,Speech
Y-QUekc3RWOI_20.000_30.000.wav	Dog,Speech
Y-QkPyszO1Ow_540.000_550.000.wav	Running_water,Speech
Y-Qkeiyhg2zE_30.000_40.000.wav	Dog,Speech
Y-QljCZB_drE_0.000_10.000.wav	Dishes
Y-R63vPG2h6I_30.000_40.000.wav	Dog,Speech
Y-RKD5GjLpfM_0.000_10.000.wav	Dog
Y-RLMMpPb3q0_30.000_40.000.wav	Dog
Y-R_uYwNKTBg_50.000_60.000.wav	Dog,Speech
Y-RxEnTIkwzA_30.000_40.000.wav	Dishes,Dog,Speech
Y-RP1-cUHLT8_22.000_32.000.wav	Cat
Y-SDds0E7bXg_30.000_40.000.wav	Dog,Speech
Y-SYgILEj6kc_30.000_40.000.wav	Dog,Frying,Speech
Y-TD9DSEgRj4_150.000_160.000.wav	Dishes,Frying,Speech
Y-TEDB6AX07Y_30.000_40.000.wav	Dishes,Dog
Y-TO0_rM3Vjs_70.000_80.000.wav	Dishes,Speech
Y-TTqpLD26Gs_30.000_40.000.wav	Dog
Y-TlOFOaIS-c_30.000_40.000.wav	Alarm_bell_ringing
Y-SXEqBx0DVc_30.000_40.000.wav	Dog
Y-SuEOOhyRKs_30.000_40.000.wav	Dog,Speech
Y-TYGdSo47xo_30.000_40.000.wav	Cat,Dog,Speech
Y-TgSr3vJn3M_10.000_20.000.wav	Dog,Speech
Y-Thh8i26WWQ_30.000_40.000.wav	Dog,Speech
Y-TjnYmEEz4o_30.000_40.000.wav	Cat
Y-T7wZVWM9tw_16.000_26.000.wav	Dog
Y-S4jm_6mb3s_4.000_14.000.wav	Speech
Y-TrHaer4Mg0_40.000_50.000.wav	Speech,Vacuum_cleaner
Y-TxEiA_LbFg_480.000_490.000.wav	Running_water,Speech
Y-TzSpyPJKxE_30.000_40.000.wav	Dog,Speech
Y-U7-HXe1clg_10.000_20.000.wav	Cat,Dishes,Speech
Y-US0Qih3W9k_20.000_30.000.wav	Dog,Speech
Y-U_cJtIUmwA_30.000_40.000.wav	Dishes
Y-Ub-7jNnSx8_0.000_10.000.wav	Alarm_bell_ringing,Speech
Y-VDtEHmms0A_30.000_40.000.wav	Speech
Y-UABKvuyAvA_50.000_60.000.wav	Running_water,Speech
Y-UfsDQi742A_30.000_40.000.wav	Dog,Speech
Y-Ug-2wnKYBo_30.000_40.000.wav	Speech
Y-UlvMQaJqZc_30.000_40.000.wav	Cat,Speech
Y-V_mZVWtbXU_30.000_40.000.wav	Dog,Speech
Y-V2kHoPX7Hg_25.000_35.000.wav	Dog,Speech
Y-W46mgzmfk0_20.000_30.000.wav	Running_water
Y-W7fVjhTeeA_30.000_40.000.wav	Speech
Y-WDZwHfpTEo_80.000_90.000.wav	Running_water
Y-WFehY9Phuk_30.000_40.000.wav	Speech,Vacuum_cleaner
Y-WGsUNcvL64_0.000_10.000.wav	Speech,Vacuum_cleaner
Y-WPI0qzLuo8_70.000_80.000.wav	Cat
Y-WgGU2KpMQc_30.000_40.000.wav	Cat
Y-XHCNk2LRHc_30.000_40.000.wav	Dishes
Y-XOUZyVPH8M_130.000_140.000.wav	Cat
Y-W3z8vTg2ko_5.000_15.000.wav	Cat,Speech
Y-WfWaizcFQs_18.000_28.000.wav	Dog,Speech
Y-WE3eMj91tI_19.000_29.000.wav	Cat,Speech
Y-Vi2oRe-3qo_16.000_26.000.wav	Cat,Speech
Y-XXv15YKBnk_30.000_40.000.wav	Speech
Y-Xa-AmWQ71E_30.000_40.000.wav	Cat
Y-Xdht0zhspk_30.000_40.000.wav	Dog,Speech
Y-YHADUxbp2w_80.000_90.000.wav	Dog,Speech
Y-YawS1V9O5U_30.000_40.000.wav	Dog
Y-YnviR-b7J0_410.000_420.000.wav	Dishes,Frying,Speech
Y-ZDa0LO4cP8_30.000_40.000.wav	Dog,Speech
Y-XQGRj-iuRk_30.000_40.000.wav	Cat
Y-XZsrkx1QTg_100.000_110.000.wav	Dog,Speech
Y-YPLUYrPlD4_30.000_40.000.wav	Cat,Speech
Y-Ysq1TqIuds_30.000_40.000.wav	Dog,Speech
Y-YpovYcGB4I_12.000_22.000.wav	Cat
Y-Y6gQUMqhhs_30.000_40.000.wav	Running_water
Y-Y_g5s2w53E_22.000_32.000.wav	Cat
Y-YGQpDVr6IA_8.000_18.000.wav	Cat
Y-Xfel4L0Nxw_6.000_16.000.wav	Blender,Speech
Y-ZKCIk5jfE0_30.000_40.000.wav	Dog,Speech
Y-ZSlJlyqAEU_540.000_550.000.wav	Dishes,Speech
Y-ZZSF1iJAcs_140.000_150.000.wav	Cat,Dog
Y-ZsiMiXAtWs_457.000_467.000.wav	Electric_shaver_toothbrush
Y-ZsmEFtaXQM_130.000_140.000.wav	Dishes,Frying,Speech
Y-_QEsMNMSnw_30.000_40.000.wav	Cat
Y-_TAzzQB_6E_310.000_320.000.wav	Blender
Y-_doikqlNSY_30.000_40.000.wav	Cat
Y-_iFkUjP1Og_30.000_40.000.wav	Dog,Speech
Y-_k24K307lk_300.000_310.000.wav	Dishes,Speech
Y-_8E5aDUqas_30.000_40.000.wav	Cat,Speech
Y-_mJl31MZtI_10.000_20.000.wav	Dog,Speech
Y-_JNLl_J-_A_13.000_23.000.wav	Cat
Y-_COoQ_u3ec_23.000_33.000.wav	Dog
Y-_JHvA7dcQ0_26.000_36.000.wav	Dog
Y-a-DSDbnkw8_30.000_40.000.wav	Dog,Speech
Y-aE7fQbinYU_30.000_40.000.wav	Dog,Speech
Y-aOBjxiGef0_480.000_490.000.wav	Alarm_bell_ringing,Speech
Y-aZDofgsqW0_30.000_40.000.wav	Speech
Y-aaJ1sMDtmk_260.000_270.000.wav	Dog,Speech
Y-axeqxpXIWI_30.000_40.000.wav	Speech
Y-b3TOeZJppc_30.000_40.000.wav	Dog,Speech
Y-bG5Fad_RrA_30.000_40.000.wav	Speech
Y-_ne4wSC93g_30.000_40.000.wav	Dog
Y-aWFoZaKswQ_0.000_10.000.wav	Dishes,Speech
Y-aiu1gvvLt0_40.000_50.000.wav	Speech
Y-ajKrHGNY_4_21.000_31.000.wav	Dog
Y-bL8EorY7K4_30.000_40.000.wav	Dog
Y-bVfRhfALDw_60.000_70.000.wav	Dog
Y-b3inaM8l70_20.000_30.000.wav	Cat,Speech
Y-aJGDeE7mm0_9.000_19.000.wav	Dishes,Speech
Y-byrT-MEIKo_80.000_90.000.wav	Dog,Speech
Y-c0wTRgYfSI_30.000_40.000.wav	Cat
Y-cCQwP3Evus_30.000_40.000.wav	Speech
Y-cH0sadQqP8_40.000_50.000.wav	Alarm_bell_ringing,Speech
Y-cUxmc3-euQ_90.000_100.000.wav	Dog,Speech
Y-bWU80OTJZ0_30.000_40.000.wav	Speech
Y-bZKJKof28g_150.000_160.000.wav	Dishes,Dog,Speech
Y-byEnRlJllk_30.000_40.000.wav	Dog
Y-c0P9j5Qcmw_70.000_80.000.wav	Dog,Speech
Y-cEy8ULZYP8_30.000_40.000.wav	Dog
Y-cOfK3iyhgk_30.000_40.000.wav	Cat,Speech
Y-cSwCn4Rh_A_50.000_60.000.wav	Speech
Y-cRPbLrJUNE_16.000_26.000.wav	Speech
Y-cuIyBgL2WU_30.000_40.000.wav	Dog
Y-dWPqjwn7oI_50.000_60.000.wav	Dog
Y-dq0VTvuxxU_560.000_570.000.wav	Electric_shaver_toothbrush,Speech
Y-dusYvma9cE_130.000_140.000.wav	Running_water
Y-e5l2PwHZC4_30.000_40.000.wav	Dog,Speech
Y-eHgz0EW43o_30.000_40.000.wav	Dog,Speech
Y-eQkuW-SGkA_30.000_40.000.wav	Alarm_bell_ringing
Y-cVTUyOWRj8_30.000_40.000.wav	Speech
Y-csNjXS_L6k_80.000_90.000.wav	Dog,Speech
Y-dFvAqdLaM8_30.000_40.000.wav	Dog,Speech
Y-dQdf-IXotc_30.000_40.000.wav	Cat
Y-duEpY0MecM_30.000_40.000.wav	Dog
Y-e18zU2EPSE_60.000_70.000.wav	Running_water,Speech
Y-eBA9-N6VE0_30.000_40.000.wav	Dog
Y-cvyyPioPlQ_30.000_40.000.wav	Dog,Speech
Y-e1Ek_4-Neo_3.000_13.000.wav	Cat,Speech
Y-ehkWBZK9cc_50.000_60.000.wav	Cat,Speech
Y-f4mhC6iEQg_440.000_450.000.wav	Dog,Speech
Y-fU0sip0ngo_320.000_330.000.wav	Dishes,Frying
Y-frGzbkjGBs_30.000_40.000.wav	Dog,Speech
Y-gPyDsf4Rys_110.000_120.000.wav	Electric_shaver_toothbrush,Speech
Y-gRrVB-eMhQ_30.000_40.000.wav	Speech
Y-ggfBaONU2Y_310.000_320.000.wav	Dishes,Running_water
Y-h4GjvEn-xM_30.000_40.000.wav	Speech
Y-eZH2adRBQc_60.000_70.000.wav	Dishes,Speech
Y-enmlZbkr_g_30.000_40.000.wav	Dog,Speech
Y-f69Qq9Q5QI_0.000_10.000.wav	Dishes
Y-fKwciZMwKA_90.000_100.000.wav	Dog,Speech
Y-gkXS0sCahM_30.000_40.000.wav	Dog,Speech
Y-gol67hGuJE_7.000_17.000.wav	Speech
Y-ej17LDVOJc_22.000_32.000.wav	Cat
Y-fl-wtFzC44_7.000_17.000.wav	Speech
Y-hB0nC0jMxE_30.000_40.000.wav	Cat,Speech
Y-hY4k0jvbS4_230.000_240.000.wav	Dishes,Speech
Y-hcYqc8oCuk_320.000_330.000.wav	Speech
Y-hvbMS-_BHE_10.000_20.000.wav	Dog
Y-ilWwQqJAjc_30.000_40.000.wav	Dishes,Speech
Y-jWV8Pq6fus_100.000_110.000.wav	Cat
Y-hb4hcrM9wY_230.000_240.000.wav	Speech
Y-hmxj4RXeeE_10.000_20.000.wav	Dog,Speech
Y-hrPupGc2zE_7.000_17.000.wav	Speech
Y-iDEnaFYOOg_30.000_40.000.wav	Dog,Speech
Y-iYTyeANFVM_30.000_40.000.wav	Dog
Y-jaZPZeg1JE_1.000_11.000.wav	Speech
Y-hANYqOe6UU_10.000_20.000.wav	Speech
Y-jCrIH2sB0E_6.000_16.000.wav	Dog,Speech
Y-jg1u8LGYJI_30.000_40.000.wav	Cat
Y-jp2qvHQXq8_200.000_210.000.wav	Speech,Vacuum_cleaner
Y-kKEV9mrbK4_30.000_40.000.wav	Cat
Y-kNMHtXJfIQ_10.000_20.000.wav	Dog,Speech
Y-kVbycM8zcI_30.000_40.000.wav	Speech
Y-kiVAKf_SJA_30.000_40.000.wav	Cat,Dishes,Speech
Y-kngohODefw_470.000_480.000.wav	Alarm_bell_ringing,Speech
Y-kpfKim2ipc_30.000_40.000.wav	Speech
Y-ksf1bRs8T0_30.000_40.000.wav	Cat,Speech
Y-lhVRX0xYSw_110.000_120.000.wav	Speech
Y-ltwWPplUzg_30.000_40.000.wav	Cat,Dog
Y-mBb30OPCUw_0.000_10.000.wav	Alarm_bell_ringing,Speech
Y-jz5Eco0mJI_0.000_10.000.wav	Blender,Speech
Y-lNmWtIiM9c_30.000_40.000.wav	Dishes
Y-mDWDJdOKa8_20.000_30.000.wav	Dog
Y-mOyDOzyTxI_30.000_40.000.wav	Dog
Y-mSwjIS8V3M_0.000_10.000.wav	Dog
Y-mYV6nHZ124_50.000_60.000.wav	Dog,Speech
Y-nJ_6oiTEg8_30.000_40.000.wav	Dog
Y-nYGivHQjWM_40.000_50.000.wav	Speech
Y-nuTord0EkY_30.000_40.000.wav	Cat
Y-oQrR29dINE_60.000_70.000.wav	Dog
Y-oV1cM-I3gY_140.000_150.000.wav	Dishes,Frying,Speech
Y-opg33-301Y_30.000_40.000.wav	Dog
Y-mIg_JJe88s_30.000_40.000.wav	Cat
Y-nUTC_TgRCk_40.000_50.000.wav	Cat
Y-nbyQ5k5aFQ_30.000_40.000.wav	Cat,Speech
Y-oLbZyEJNPg_30.000_40.000.wav	Dog,Vacuum_cleaner
Y-p2OLeevNRU_220.000_230.000.wav	Running_water
Y-nOq5m-eRZU_3.000_13.000.wav	Dog,Speech
Y-pZ9JyrIiMM_30.000_40.000.wav	Cat,Dog
Y-pgmwA5EGbM_160.000_170.000.wav	Dishes,Frying,Speech
Y-q0rTpXqEXs_30.000_40.000.wav	Alarm_bell_ringing,Dog
Y-q7ytM-Hox4_420.000_430.000.wav	Electric_shaver_toothbrush
Y-qHe0U3il38_160.000_170.000.wav	Dog
Y-qLWWs21TbQ_30.000_40.000.wav	Dog
Y-qM27Bttvdk_10.000_20.000.wav	Dog
Y-r3LTx3BmfY_30.000_40.000.wav	Speech
Y-r4NlTG8RA8_30.000_40.000.wav	Cat
Y-pSkWztl5Uc_30.000_40.000.wav	Cat,Dog
Y-q-PJMX6df0_30.000_40.000.wav	Cat
Y-r9CUTEa8wM_30.000_40.000.wav	Speech
Y-rGHegPzCpc_30.000_40.000.wav	Cat
Y-rPJ7Wsc0DM_30.000_40.000.wav	Dog
Y-rZs9OJ21mk_0.000_10.000.wav	Cat,Speech
Y-sD4zibhTFc_30.000_40.000.wav	Dog,Speech
Y-sMzJwM0Nno_290.000_300.000.wav	Dishes,Speech
Y-sTnP0BeOS4_30.000_40.000.wav	Cat,Speech
Y-t9fkovq89Y_90.000_100.000.wav	Cat
Y-tGEkK_Whvo_40.000_50.000.wav	Dog,Speech
Y-uFiGVGbErU_370.000_380.000.wav	Vacuum_cleaner
Y-uIruvLkcjo_30.000_40.000.wav	Cat,Speech
Y-uL7I8CG6N0_30.000_40.000.wav	Dog,Speech
Y-rWY9E_79DA_60.000_70.000.wav	Speech
Y-rZzA3elTJ0_24.000_34.000.wav	Cat
Y-rgxWh99GZs_30.000_40.000.wav	Dog,Speech
Y-seH-2gOo0w_90.000_100.000.wav	Dishes,Speech
Y-ttKN5Ba368_30.000_40.000.wav	Cat,Speech
Y-u0Rb_JX860_140.000_150.000.wav	Dishes,Speech
Y-uX6JI_RjZ0_10.000_20.000.wav	Dog,Speech
Y-uY-Eic5y84_30.000_40.000.wav	Alarm_bell_ringing,Speech
Y-uaJhmrPg_Y_30.000_40.000.wav	Dog
Y-ugtQOTQMxM_30.000_40.000.wav	Cat,Speech
Y-uz4BPWUQPo_30.000_40.000.wav	Speech
Y-vAbC-3iTqg_200.000_210.000.wav	Dishes,Speech
Y-vEehAR7CTo_130.000_140.000.wav	Running_water
Y-vOS1VO2vtA_30.000_40.000.wav	Vacuum_cleaner
